Time sec,Extension in,Strain 1 %,Load lbf,Tensile stress ksi,Cycle Count ,Total Cycle Count ,Repetitions Count ,Segment ID ,Marked Data ,PIP Count ,Tensile extension in,Tensile strain %,Displacement (Strain 1) in,True strain %,Corrected Position in,Tenacity gf/tex,True stress psi
221.804,0.03696637,0.08118321,1578.329,901.9023,0,0,0,3204,0,0,0.000811832,0.08118321,0.000811832,0.08115027,0.03696637,7159.18,902634.5
221.854,0.03697481,0.08125718,1578.621,902.0693,0,0,0,3204,0,0,0.000812572,0.08125718,0.000812572,0.08122418,0.03697481,7160.506,902802.3
221.904,0.03698114,0.08120975,1578.833,902.1901,0,0,0,3204,0,0,0.000812098,0.08120975,0.000812098,0.08117679,0.03698114,7161.465,902922.8
221.954,0.03698957,0.08128302,1579.048,902.313,0,0,0,3204,0,0,0.00081283,0.08128303,0.00081283,0.08125001,0.03698957,7162.44,903046.4
222.004,0.03699801,0.08129503,1579.312,902.4639,0,0,0,3204,0,0,0.00081295,0.08129503,0.00081295,0.08126201,0.03699801,7163.638,903197.5
222.054,0.03700645,0.08133419,1579.641,902.6518,0,0,0,3204,0,0,0.000813342,0.08133419,0.000813342,0.08130113,0.03700645,7165.13,903386
222.104,0.03701488,0.08136556,1579.905,902.8029,0,0,0,3204,0,0,0.000813656,0.08136556,0.000813656,0.08133248,0.03701488,7166.33,903537.5
222.154,0.03702543,0.08138616,1580.241,902.9946,0,0,0,3204,0,0,0.000813862,0.08138616,0.000813862,0.08135306,0.03702543,7167.851,903729.5
222.204,0.03703386,0.08140365,1580.55,903.1716,0,0,0,3204,0,0,0.000814037,0.08140365,0.000814037,0.08137054,0.03703386,7169.256,903906.8
222.254,0.03704441,0.08139066,1580.828,903.3304,0,0,0,3204,0,0,0.000813907,0.08139066,0.000813907,0.08135756,0.03704441,7170.517,904065.6
222.304,0.03705285,0.0815207,1581.24,903.5657,0,0,0,3204,0,0,0.000815207,0.08152071,0.000815207,0.08148749,0.03705285,7172.384,904302.2
222.354,0.03706128,0.08148603,1581.537,903.7352,0,0,0,3204,0,0,0.00081486,0.08148603,0.00081486,0.08145285,0.03706128,7173.729,904471.6
222.404,0.03706761,0.08149151,1581.759,903.862,0,0,0,3204,0,0,0.000814915,0.08149151,0.000814915,0.08145832,0.03706761,7174.737,904598.6
222.454,0.03707605,0.08157487,1581.969,903.9825,0,0,0,3204,0,0,0.000815749,0.08157487,0.000815749,0.08154162,0.03707605,7175.693,904719.9
222.504,0.03708448,0.08149927,1582.274,904.1563,0,0,0,3204,0,0,0.000814993,0.08149926,0.000814993,0.08146607,0.03708448,7177.073,904893.2
222.554,0.03709081,0.08148758,1582.456,904.2607,0,0,0,3204,0,0,0.000814876,0.08148758,0.000814876,0.0814544,0.03709081,7177.902,904997.6
222.604,0.03709925,0.08150187,1582.765,904.4373,0,0,0,3204,0,0,0.000815019,0.08150187,0.000815019,0.08146868,0.03709925,7179.303,905174.5
222.654,0.03710979,0.08155063,1583.047,904.5983,0,0,0,3204,0,0,0.000815506,0.08155063,0.000815506,0.0815174,0.03710979,7180.581,905335.9
222.704,0.03711823,0.08156136,1583.358,904.7761,0,0,0,3204,0,0,0.000815614,0.08156136,0.000815614,0.08152811,0.03711823,7181.993,905514.1
222.754,0.03712877,0.08155157,1583.696,904.9692,0,0,0,3204,0,0,0.000815516,0.08155157,0.000815516,0.08151833,0.03712877,7183.525,905707.2
222.804,0.0371351,0.08153907,1583.961,905.1206,0,0,0,3204,0,0,0.000815391,0.08153907,0.000815391,0.08150585,0.0371351,7184.727,905858.6
222.854,0.03714354,0.08154184,1584.251,905.2861,0,0,0,3204,0,0,0.000815418,0.08154184,0.000815418,0.08150861,0.03714354,7186.041,906024.3
222.904,0.03715197,0.08157074,1584.513,905.436,0,0,0,3204,0,0,0.000815707,0.08157074,0.000815707,0.08153748,0.03715197,7187.23,906174.6
222.954,0.03716041,0.08161374,1584.721,905.555,0,0,0,3204,0,0,0.000816137,0.08161374,0.000816137,0.08158045,0.03716041,7188.175,906294
223.004,0.03716674,0.08161472,1585.015,905.7231,0,0,0,3204,0,0,0.000816147,0.08161473,0.000816147,0.08158144,0.03716674,7189.51,906462.3
223.054,0.03717517,0.08159324,1585.226,905.8434,0,0,0,3204,0,0,0.000815932,0.08159324,0.000815932,0.08155997,0.03717517,7190.464,906582.5
223.104,0.0371815,0.08165106,1585.484,905.9908,0,0,0,3204,0,0,0.000816511,0.08165106,0.000816511,0.08161774,0.0371815,7191.635,906730.6
223.154,0.03718994,0.08171439,1585.667,906.0952,0,0,0,3204,0,0,0.000817144,0.08171439,0.000817144,0.08168102,0.03718994,7192.463,906835.6
223.204,0.03719627,0.08170862,1585.809,906.1767,0,0,0,3204,0,0,0.000817086,0.08170862,0.000817086,0.08167526,0.03719627,7193.11,906917.1
223.254,0.0372047,0.08170432,1586.112,906.3496,0,0,0,3204,0,0,0.000817043,0.08170433,0.000817043,0.08167096,0.0372047,7194.483,907090.1
223.304,0.03721525,0.08183113,1586.415,906.523,0,0,0,3204,0,0,0.000818311,0.08183113,0.000818311,0.08179767,0.03721525,7195.859,907264.8
223.354,0.03722368,0.08180006,1586.727,906.7009,0,0,0,3204,0,0,0.000818001,0.08180007,0.000818001,0.08176663,0.03722368,7197.271,907442.6
223.404,0.03723212,0.08174801,1587.047,906.8839,0,0,0,3204,0,0,0.00081748,0.08174802,0.00081748,0.08171462,0.03723212,7198.724,907625.3
223.454,0.03724056,0.08183885,1587.394,907.0825,0,0,0,3204,0,0,0.000818389,0.08183885,0.000818389,0.08180539,0.03724056,7200.3,907824.8
223.504,0.0372511,0.08176945,1587.685,907.2486,0,0,0,3204,0,0,0.000817695,0.08176945,0.000817695,0.08173604,0.0372511,7201.619,907990.5
223.554,0.03725954,0.08188665,1588.04,907.4512,0,0,0,3204,0,0,0.000818867,0.08188665,0.000818867,0.08185314,0.03725954,7203.227,908194.3
223.604,0.03726797,0.08191256,1588.3,907.6001,0,0,0,3204,0,0,0.000819126,0.08191256,0.000819126,0.08187904,0.03726797,7204.409,908343.5
223.654,0.03727641,0.08193723,1588.58,907.76,0,0,0,3204,0,0,0.000819372,0.08193723,0.000819372,0.08190368,0.03727641,7205.678,908503.8
223.704,0.03728485,0.08189088,1588.868,907.9246,0,0,0,3204,0,0,0.000818909,0.08189088,0.000818909,0.08185737,0.03728485,7206.985,908668.1
223.754,0.03729328,0.08186793,1589.127,908.0725,0,0,0,3204,0,0,0.000818679,0.08186793,0.000818679,0.08183444,0.03729328,7208.159,908815.9
223.804,0.03729961,0.08185054,1589.331,908.189,0,0,0,3204,0,0,0.000818505,0.08185054,0.000818505,0.08181706,0.03729961,7209.084,908932.4
223.854,0.03730594,0.08188377,1589.592,908.3384,0,0,0,3204,0,0,0.000818838,0.08188377,0.000818838,0.08185027,0.03730594,7210.269,909082.1
223.904,0.03731438,0.08191082,1589.753,908.4304,0,0,0,3204,0,0,0.000819108,0.08191082,0.000819108,0.08187729,0.03731438,7211,909174.5
223.954,0.03732281,0.08186862,1590.027,908.5866,0,0,0,3204,0,0,0.000818686,0.08186862,0.000818686,0.08183513,0.03732281,7212.24,909330.5
224.004,0.03733125,0.08184874,1590.344,908.7678,0,0,0,3204,0,0,0.000818488,0.08184875,0.000818487,0.08181527,0.03733125,7213.678,909511.6
224.054,0.03734179,0.08188058,1590.663,908.9501,0,0,0,3204,0,0,0.000818806,0.08188058,0.000818806,0.08184707,0.03734179,7215.125,909694.3
224.104,0.03735023,0.08193711,1590.933,909.1048,0,0,0,3204,0,0,0.000819371,0.08193711,0.000819371,0.08190356,0.03735023,7216.353,909849.7
224.154,0.03735867,0.08188228,1591.242,909.2809,0,0,0,3204,0,0,0.000818823,0.08188228,0.000818823,0.08184878,0.03735867,7217.751,910025.5
224.204,0.0373671,0.08195875,1591.547,909.4555,0,0,0,3204,0,0,0.000819588,0.08195876,0.000819588,0.08192519,0.0373671,7219.137,910200.9
224.254,0.03737554,0.08198389,1591.828,909.6158,0,0,0,3204,0,0,0.000819839,0.08198389,0.000819839,0.0819503,0.03737554,7220.409,910361.5
224.304,0.03738187,0.08193345,1592.081,909.7604,0,0,0,3204,0,0,0.000819335,0.08193345,0.000819335,0.0818999,0.03738187,7221.557,910505.8
224.354,0.0373903,0.08199991,1592.298,909.8848,0,0,0,3204,0,0,0.000819999,0.08199991,0.000819999,0.08196631,0.0373903,7222.544,910630.9
224.404,0.03739874,0.08213593,1592.587,910.0498,0,0,0,3204,0,0,0.000821359,0.08213593,0.000821359,0.08210222,0.03739874,7223.854,910797.3
224.454,0.03740718,0.08214733,1592.77,910.1545,0,0,0,3204,0,0,0.000821473,0.08214733,0.000821473,0.08211361,0.03740718,7224.686,910902.2
224.504,0.03741561,0.0821163,1593.104,910.3452,0,0,0,3204,0,0,0.000821163,0.08211631,0.000821163,0.08208261,0.03741561,7226.199,911092.7
224.554,0.03742405,0.08210483,1593.408,910.5191,0,0,0,3204,0,0,0.000821048,0.08210483,0.000821048,0.08207114,0.03742405,7227.58,911266.7
224.604,0.03743248,0.08214772,1593.702,910.6871,0,0,0,3204,0,0,0.000821477,0.08214772,0.000821477,0.082114,0.03743248,7228.913,911435.2
224.654,0.03744303,0.08217154,1594.051,910.8862,0,0,0,3204,0,0,0.000821716,0.08217154,0.000821715,0.08213781,0.03744303,7230.494,911634.7
224.704,0.03745147,0.08216633,1594.394,911.0821,0,0,0,3204,0,0,0.000821663,0.08216634,0.000821663,0.0821326,0.03745147,7232.049,911830.7
224.754,0.0374599,0.08219906,1594.648,911.2275,0,0,0,3204,0,0,0.000821991,0.08219906,0.000821991,0.08216529,0.0374599,7233.203,911976.5
224.804,0.03746834,0.0821902,1594.933,911.3904,0,0,0,3204,0,0,0.000821902,0.08219021,0.000821902,0.08215645,0.03746834,7234.496,912139.4
224.854,0.03747678,0.08216465,1595.241,911.566,0,0,0,3204,0,0,0.000821647,0.08216465,0.000821647,0.08213092,0.03747678,7235.89,912315
224.904,0.0374831,0.08214165,1595.482,911.7042,0,0,0,3204,0,0,0.000821417,0.08214165,0.000821416,0.08210793,0.0374831,7236.987,912453.1
224.954,0.03749154,0.08218874,1595.668,911.8104,0,0,0,3204,0,0,0.000821888,0.08218874,0.000821887,0.08215499,0.03749154,7237.829,912559.7
225.004,0.03749998,0.08214484,1595.945,911.9684,0,0,0,3204,0,0,0.000821449,0.08214484,0.000821448,0.08211112,0.03749998,7239.084,912717.6
225.054,0.03750841,0.08212632,1596.185,912.1057,0,0,0,3204,0,0,0.000821263,0.08212632,0.000821263,0.08209261,0.03750841,7240.174,912854.8
225.104,0.03751896,0.08221349,1596.532,912.3041,0,0,0,3204,0,0,0.000822135,0.08221349,0.000822135,0.08217971,0.03751896,7241.749,913054.2
225.154,0.0375274,0.0821978,1596.88,912.5026,0,0,0,3204,0,0,0.000821978,0.08219781,0.000821978,0.08216404,0.0375274,7243.325,913252.7
225.204,0.03753583,0.08231713,1597.164,912.6653,0,0,0,3204,0,0,0.000823171,0.08231714,0.000823171,0.08228328,0.03753583,7244.617,913416.6
225.254,0.03754427,0.08234148,1597.418,912.8104,0,0,0,3204,0,0,0.000823415,0.08234148,0.000823415,0.0823076,0.03754427,7245.768,913562.1
225.304,0.0375527,0.08230921,1597.682,912.961,0,0,0,3204,0,0,0.000823092,0.08230921,0.000823092,0.08227535,0.0375527,7246.963,913712.5
225.354,0.03755903,0.08232029,1597.989,913.1367,0,0,0,3204,0,0,0.000823203,0.0823203,0.000823203,0.08228643,0.03755903,7248.358,913888.4
225.404,0.03756747,0.08232225,1598.205,913.2601,0,0,0,3204,0,0,0.000823223,0.08232225,0.000823222,0.08228838,0.03756747,7249.338,914012
225.454,0.0375738,0.08242382,1598.417,913.3812,0,0,0,3204,0,0,0.000824238,0.08242382,0.000824238,0.08238987,0.0375738,7250.299,914134
225.504,0.03758223,0.08245158,1598.633,913.5046,0,0,0,3204,0,0,0.000824516,0.08245158,0.000824516,0.08241761,0.03758223,7251.278,914257.8
225.554,0.03758856,0.08242304,1598.846,913.6262,0,0,0,3204,0,0,0.00082423,0.08242304,0.00082423,0.08238909,0.03758856,7252.244,914379.3
225.604,0.037597,0.08249225,1599.081,913.7603,0,0,0,3204,0,0,0.000824923,0.08249225,0.000824923,0.08245825,0.037597,7253.308,914514.1
225.654,0.03760543,0.08244943,1599.362,913.9213,0,0,0,3204,0,0,0.000824494,0.08244943,0.000824494,0.08241546,0.03760543,7254.585,914674.8
225.704,0.03761387,0.08246576,1599.647,914.0839,0,0,0,3204,0,0,0.000824658,0.08246577,0.000824658,0.08243178,0.03761387,7255.876,914837.7
225.754,0.03762441,0.08248894,1599.972,914.2695,0,0,0,3204,0,0,0.00082489,0.08248895,0.00082489,0.08245495,0.03762441,7257.35,915023.7
225.804,0.03763285,0.08241542,1600.283,914.4473,0,0,0,3204,0,0,0.000824154,0.08241542,0.000824154,0.08238148,0.03763285,7258.761,915200.9
225.854,0.03764129,0.08238963,1600.626,914.6436,0,0,0,3204,0,0,0.000823896,0.08238963,0.000823896,0.08235571,0.03764129,7260.319,915397.1
225.904,0.03764972,0.0824585,1600.93,914.8173,0,0,0,3204,0,0,0.000824585,0.0824585,0.000824585,0.08242453,0.03764972,7261.698,915571.6
225.954,0.03766027,0.08253653,1601.262,915.007,0,0,0,3204,0,0,0.000825365,0.08253653,0.000825365,0.08250249,0.03766027,7263.204,915762.2
226.004,0.03766871,0.08249319,1601.608,915.2043,0,0,0,3204,0,0,0.000824932,0.08249319,0.000824932,0.08245919,0.03766871,7264.771,915959.3
226.054,0.03767714,0.08258511,1601.835,915.3341,0,0,0,3204,0,0,0.000825851,0.08258511,0.000825851,0.08255103,0.03767714,7265.801,916090.1
226.104,0.03768347,0.08250775,1602.12,915.4972,0,0,0,3204,0,0,0.000825078,0.08250775,0.000825078,0.08247373,0.03768347,7267.095,916252.6
226.154,0.0376919,0.08252272,1602.408,915.6619,0,0,0,3204,0,0,0.000825227,0.08252273,0.000825227,0.08248869,0.0376919,7268.402,916417.5
226.204,0.03770034,0.08254332,1602.625,915.7857,0,0,0,3204,0,0,0.000825433,0.08254333,0.000825433,0.08250928,0.03770034,7269.385,916541.6
226.254,0.03770667,0.08263317,1602.827,915.9011,0,0,0,3204,0,0,0.000826332,0.08263317,0.000826332,0.08259905,0.03770667,7270.301,916657.9
226.304,0.037713,0.08264697,1602.985,915.9912,0,0,0,3204,0,0,0.00082647,0.08264697,0.00082647,0.08261284,0.037713,7271.017,916748.2
226.354,0.03772354,0.08268674,1603.292,916.1666,0,0,0,3204,0,0,0.000826867,0.08268674,0.000826867,0.08265257,0.03772354,7272.409,916924.2
226.404,0.03773198,0.0826612,1603.586,916.3347,0,0,0,3204,0,0,0.000826612,0.0826612,0.000826612,0.08262706,0.03773198,7273.743,917092.1
226.454,0.03774042,0.08267908,1603.891,916.5094,0,0,0,3204,0,0,0.000826791,0.08267909,0.000826791,0.08264492,0.03774042,7275.13,917267.2
226.504,0.03774885,0.08269138,1604.22,916.6969,0,0,0,3204,0,0,0.000826914,0.08269138,0.000826914,0.0826572,0.03774885,7276.619,917455
226.554,0.0377594,0.08268582,1604.582,916.9037,0,0,0,3204,0,0,0.000826858,0.08268582,0.000826858,0.08265166,0.0377594,7278.26,917661.9
226.604,0.03776783,0.0827241,1604.836,917.0494,0,0,0,3204,0,0,0.000827241,0.0827241,0.000827241,0.0826899,0.03776783,7279.417,917808
226.654,0.03777416,0.08271947,1605.111,917.2064,0,0,0,3204,0,0,0.000827195,0.08271947,0.000827195,0.08268527,0.03777416,7280.662,917965.1
226.704,0.0377826,0.08272309,1605.352,917.3442,0,0,0,3204,0,0,0.000827231,0.08272309,0.000827231,0.08268889,0.0377826,7281.756,918103
226.754,0.03779103,0.08279101,1605.628,917.5015,0,0,0,3204,0,0,0.00082791,0.08279101,0.00082791,0.08275675,0.03779103,7283.005,918261.1
226.804,0.03779736,0.08276763,1605.825,917.6144,0,0,0,3204,0,0,0.000827676,0.08276764,0.000827676,0.0827334,0.03779736,7283.901,918373.9
226.854,0.0378058,0.08281532,1606.106,917.7751,0,0,0,3204,0,0,0.000828153,0.08281532,0.000828153,0.08278105,0.0378058,7285.177,918535.2
226.904,0.03781634,0.08277112,1606.387,917.9356,0,0,0,3204,0,0,0.000827711,0.08277112,0.000827711,0.08273688,0.03781634,7286.451,918695.4
226.954,0.03782478,0.08281291,1606.733,918.1332,0,0,0,3204,0,0,0.000828129,0.08281291,0.000828129,0.08277863,0.03782478,7288.02,918893.6
227.004,0.03783322,0.08277167,1607.07,918.326,0,0,0,3204,0,0,0.000827717,0.08277167,0.000827717,0.08273743,0.03783322,7289.549,919086.1
227.054,0.03784376,0.08282532,1607.388,918.5073,0,0,0,3204,0,0,0.000828253,0.08282532,0.000828253,0.08279104,0.03784376,7290.989,919268.1
227.104,0.0378522,0.08282295,1607.733,918.7045,0,0,0,3204,0,0,0.00082823,0.08282296,0.00082823,0.08278868,0.0378522,7292.554,919465.4
227.154,0.03786063,0.08291538,1607.924,918.8136,0,0,0,3204,0,0,0.000829154,0.08291538,0.000829154,0.08288103,0.03786063,7293.42,919575.4
227.204,0.03786907,0.0828656,1608.244,918.9964,0,0,0,3204,0,0,0.000828656,0.0828656,0.000828656,0.08283129,0.03786907,7294.872,919758
227.254,0.0378754,0.08289572,1608.551,919.1722,0,0,0,3204,0,0,0.000828957,0.08289572,0.000828957,0.08286138,0.0378754,7296.267,919934.2
227.304,0.03788383,0.08292329,1608.792,919.3099,0,0,0,3204,0,0,0.000829233,0.08292329,0.000829233,0.08288892,0.03788383,7297.359,920072.2
227.354,0.03789016,0.08292194,1608.997,919.4268,0,0,0,3204,0,0,0.000829219,0.08292194,0.000829219,0.08288757,0.03789016,7298.288,920189.2
227.404,0.0378986,0.08292538,1609.248,919.5703,0,0,0,3204,0,0,0.000829254,0.08292538,0.000829254,0.08289102,0.0378986,7299.427,920332.8
227.454,0.03790703,0.08299717,1609.54,919.7369,0,0,0,3204,0,0,0.000829972,0.08299717,0.000829972,0.08296274,0.03790703,7300.749,920500.2
227.504,0.03791758,0.08299494,1609.848,919.9133,0,0,0,3204,0,0,0.00082995,0.08299495,0.000829949,0.08296052,0.03791758,7302.149,920676.7
227.554,0.03792602,0.08298552,1610.175,920.1002,0,0,0,3204,0,0,0.000829855,0.08298552,0.000829855,0.08295111,0.03792602,7303.633,920863.7
227.604,0.03793656,0.0830825,1610.503,920.2875,0,0,0,3204,0,0,0.000830825,0.0830825,0.000830825,0.08304801,0.03793656,7305.12,921052.2
227.654,0.037945,0.0830903,1610.779,920.4453,0,0,0,3204,0,0,0.000830903,0.0830903,0.000830903,0.0830558,0.037945,7306.373,921210.1
227.704,0.03795133,0.08313001,1611.076,920.615,0,0,0,3204,0,0,0.0008313,0.08313001,0.0008313,0.08309548,0.03795133,7307.72,921380.3
227.754,0.03795976,0.08311885,1611.37,920.7827,0,0,0,3204,0,0,0.000831189,0.08311886,0.000831189,0.08308433,0.03795976,7309.051,921548
227.804,0.0379682,0.08314244,1611.606,920.9175,0,0,0,3204,0,0,0.000831424,0.08314244,0.000831424,0.0831079,0.0379682,7310.121,921683.2
227.854,0.03797453,0.08314217,1611.893,921.0817,0,0,0,3204,0,0,0.000831422,0.08314218,0.000831422,0.08310763,0.03797453,7311.424,921847.5
227.904,0.03798296,0.08309741,1612.09,921.1943,0,0,0,3204,0,0,0.000830974,0.08309741,0.000830974,0.0830629,0.03798296,7312.318,921959.8
227.954,0.03798929,0.08313685,1612.25,921.2855,0,0,0,3204,0,0,0.000831369,0.08313685,0.000831369,0.08310231,0.03798929,7313.042,922051.4
228.004,0.03799773,0.0831204,1612.447,921.3981,0,0,0,3204,0,0,0.000831204,0.0831204,0.000831204,0.08308587,0.03799773,7313.936,922163.9
228.054,0.03800617,0.08315946,1612.737,921.5641,0,0,0,3204,0,0,0.000831595,0.08315946,0.000831595,0.0831249,0.03800617,7315.254,922330.5
228.104,0.0380146,0.08307653,1612.994,921.7111,0,0,0,3204,0,0,0.000830765,0.08307654,0.000830765,0.08304205,0.0380146,7316.42,922476.8
228.154,0.03802303,0.08313567,1613.336,921.9061,0,0,0,3204,0,0,0.000831357,0.08313567,0.000831357,0.08310114,0.03802303,7317.968,922672.5
228.204,0.03803147,0.08320375,1613.704,922.1166,0,0,0,3204,0,0,0.000832038,0.08320376,0.000832038,0.08316916,0.03803147,7319.639,922883.8
228.254,0.03804202,0.08324268,1614.025,922.2999,0,0,0,3204,0,0,0.000832427,0.08324268,0.000832427,0.08320806,0.03804202,7321.094,923067.7
228.304,0.03805045,0.08319769,1614.335,922.477,0,0,0,3204,0,0,0.000831977,0.08319769,0.000831977,0.0831631,0.03805045,7322.5,923244.5
228.354,0.03805889,0.08329473,1614.637,922.6499,0,0,0,3204,0,0,0.000832947,0.08329473,0.000832947,0.08326007,0.03805889,7323.873,923418.5
228.404,0.03806944,0.08326082,1614.94,922.8228,0,0,0,3204,0,0,0.000832608,0.08326082,0.000832608,0.08322618,0.03806944,7325.245,923591.1
228.454,0.03807787,0.0833264,1615.246,922.9975,0,0,0,3204,0,0,0.000833264,0.0833264,0.000833264,0.0832917,0.03807787,7326.631,923766.6
228.504,0.0380842,0.08333395,1615.511,923.1489,0,0,0,3204,0,0,0.00083334,0.08333395,0.00083334,0.08329925,0.0380842,7327.833,923918.2
228.554,0.03809264,0.08334437,1615.809,923.3195,0,0,0,3204,0,0,0.000833444,0.08334438,0.000833444,0.08330966,0.03809264,7329.188,924089.1
228.604,0.03810107,0.08339087,1616.058,923.4617,0,0,0,3204,0,0,0.000833909,0.08339087,0.000833909,0.08335612,0.03810107,7330.316,924231.7
228.654,0.0381074,0.08339103,1616.229,923.5595,0,0,0,3204,0,0,0.00083391,0.08339103,0.00083391,0.08335628,0.0381074,7331.093,924329.7
228.704,0.03811373,0.08335252,1616.478,923.7015,0,0,0,3204,0,0,0.000833525,0.08335252,0.000833525,0.0833178,0.03811373,7332.22,924471.4
228.754,0.03812217,0.0834106,1616.661,923.8066,0,0,0,3204,0,0,0.000834106,0.0834106,0.000834106,0.08337583,0.03812217,7333.054,924577.1
228.804,0.0381306,0.08337688,1616.899,923.9423,0,0,0,3204,0,0,0.000833769,0.08337688,0.000833769,0.08334214,0.0381306,7334.131,924712.7
228.854,0.03814115,0.08339431,1617.248,924.1415,0,0,0,3204,0,0,0.000833943,0.08339431,0.000833943,0.08335955,0.03814115,7335.712,924912.2
228.904,0.03814958,0.08336472,1617.603,924.3444,0,0,0,3204,0,0,0.000833647,0.08336473,0.000833647,0.08332999,0.03814958,7337.323,925115
228.954,0.03815802,0.08345486,1617.895,924.5115,0,0,0,3204,0,0,0.000834549,0.08345485,0.000834549,0.08342005,0.03815802,7338.649,925283
229.004,0.03816645,0.08335426,1618.245,924.7115,0,0,0,3204,0,0,0.000833543,0.08335426,0.000833543,0.08331955,0.03816645,7340.237,925482.3
229.054,0.03817489,0.08346997,1618.507,924.861,0,0,0,3204,0,0,0.0008347,0.08346997,0.0008347,0.08343515,0.03817489,7341.424,925633
229.104,0.03818333,0.08341587,1618.805,925.0311,0,0,0,3204,0,0,0.000834159,0.08341587,0.000834159,0.0833811,0.03818333,7342.774,925802.8
229.154,0.03819177,0.08343298,1619.015,925.1514,0,0,0,3204,0,0,0.00083433,0.08343298,0.00083433,0.08339819,0.03819177,7343.729,925923.3
229.204,0.03819809,0.08347326,1619.23,925.2742,0,0,0,3204,0,0,0.000834733,0.08347326,0.000834733,0.08343843,0.03819809,7344.704,926046.6
229.254,0.03820653,0.08352858,1619.462,925.4068,0,0,0,3204,0,0,0.000835286,0.08352858,0.000835286,0.08349371,0.03820653,7345.756,926179.8
229.304,0.03821497,0.08352619,1619.714,925.5508,0,0,0,3204,0,0,0.000835262,0.08352619,0.000835262,0.08349132,0.03821497,7346.899,926323.9
229.354,0.0382234,0.08350103,1620.042,925.7383,0,0,0,3204,0,0,0.00083501,0.08350103,0.00083501,0.08346619,0.0382234,7348.388,926511.3
229.404,0.03823184,0.0836156,1620.315,925.8942,0,0,0,3204,0,0,0.000836156,0.0836156,0.000836156,0.08358067,0.03823184,7349.625,926668.4
229.454,0.03824238,0.08362208,1620.592,926.0525,0,0,0,3204,0,0,0.000836221,0.08362208,0.000836221,0.08358714,0.03824238,7350.882,926826.9
229.504,0.03825293,0.08358627,1620.991,926.2805,0,0,0,3204,0,0,0.000835863,0.08358627,0.000835863,0.08355136,0.03825293,7352.692,927054.8
229.554,0.03826137,0.08365355,1621.295,926.4542,0,0,0,3204,0,0,0.000836536,0.08365355,0.000836536,0.08361858,0.03826137,7354.07,927229.1
229.604,0.03826769,0.08370439,1621.605,926.6315,0,0,0,3204,0,0,0.000837044,0.08370439,0.000837044,0.08366937,0.03826769,7355.478,927407.1
229.654,0.03827613,0.08372547,1621.833,926.7615,0,0,0,3204,0,0,0.000837255,0.08372547,0.000837255,0.08369045,0.03827613,7356.51,927537.4
229.704,0.03828457,0.08363143,1622.047,926.8837,0,0,0,3204,0,0,0.000836314,0.08363143,0.000836314,0.08359648,0.03828457,7357.48,927658.9
229.754,0.03829089,0.08367793,1622.34,927.0512,0,0,0,3204,0,0,0.000836779,0.08367793,0.000836779,0.08364294,0.03829089,7358.809,927826.9
229.804,0.03829933,0.08372737,1622.567,927.1808,0,0,0,3204,0,0,0.000837274,0.08372737,0.000837274,0.08369234,0.03829933,7359.838,927957.2
229.854,0.03830777,0.08365966,1622.837,927.3355,0,0,0,3204,0,0,0.000836597,0.08365966,0.000836597,0.08362469,0.03830777,7361.066,928111.3
229.904,0.0383162,0.083703,1623.152,927.5154,0,0,0,3204,0,0,0.00083703,0.083703,0.00083703,0.08366799,0.0383162,7362.494,928291.7
229.954,0.03832675,0.08374768,1623.441,927.6805,0,0,0,3204,0,0,0.000837477,0.08374768,0.000837477,0.08371264,0.03832675,7363.805,928457.5
230.004,0.03833518,0.08368885,1623.813,927.8932,0,0,0,3204,0,0,0.000836889,0.08368886,0.000836889,0.08365386,0.03833518,7365.493,928669.7
230.054,0.03834362,0.08373138,1624.089,928.0507,0,0,0,3204,0,0,0.000837314,0.08373138,0.000837314,0.08369635,0.03834362,7366.743,928827.8
230.104,0.03835206,0.0838099,1624.344,928.1964,0,0,0,3204,0,0,0.000838099,0.0838099,0.000838099,0.0837748,0.03835206,7367.9,928974.3
230.154,0.03836049,0.08386368,1624.6,928.3431,0,0,0,3204,0,0,0.000838637,0.08386368,0.000838637,0.08382854,0.03836049,7369.064,929121.7
230.204,0.03836682,0.08383758,1624.892,928.5095,0,0,0,3204,0,0,0.000838376,0.08383758,0.000838376,0.08380246,0.03836682,7370.385,929287.9
230.254,0.03837526,0.08384449,1625.1,928.6284,0,0,0,3204,0,0,0.000838445,0.0838445,0.000838445,0.08380937,0.03837526,7371.329,929407
230.304,0.03838369,0.08379532,1625.392,928.7956,0,0,0,3204,0,0,0.000837953,0.08379532,0.000837953,0.08376024,0.03838369,7372.656,929573.9
230.354,0.03839002,0.08388465,1625.537,928.8785,0,0,0,3204,0,0,0.000838847,0.08388466,0.000838847,0.08384949,0.03839002,7373.314,929657.7
230.404,0.03839635,0.08391256,1625.772,929.0124,0,0,0,3204,0,0,0.000839126,0.08391256,0.000839126,0.08387737,0.03839635,7374.377,929792
230.454,0.03840478,0.0839109,1626.024,929.1567,0,0,0,3204,0,0,0.000839109,0.0839109,0.000839109,0.08387571,0.03840478,7375.523,929936.4
230.504,0.03841322,0.0839417,1626.317,929.3242,0,0,0,3204,0,0,0.000839417,0.0839417,0.000839417,0.08390649,0.03841322,7376.852,930104.3
230.554,0.03842166,0.08391495,1626.591,929.4803,0,0,0,3204,0,0,0.00083915,0.08391495,0.00083915,0.08387976,0.03842166,7378.091,930260.3
